Date,Cosmos Return,Cosmos Price,Famala Index,US Treasury Yield,Famala Index Return
2019-03-16,-0.016183497858949507,7.38388208145,2535.005003737605,2.59,0.02145066394268678
2019-03-17,-0.4356617827274414,4.77616414815,2527.95071668313,2.59,-0.0027827507417437845
2019-03-18,0.0676284077010614,5.11034109552,2535.007902762146,2.60,0.0027916628407517272
2019-03-19,-0.058101612939497914,4.82188311556,2561.2530603944733,2.61,0.010353087106249513
2019-03-20,-0.09579746393247877,4.38139460075,2573.2184645734706,2.54,0.004671699319377044
2019-03-21,-0.18732257942607033,3.63294820484,2545.6598690871247,2.54,-0.010709776828417842
2019-03-22,-0.037696914312227894,3.49854644907,2537.042244158477,2.44,-0.0033852224459735127
2019-03-23,-0.015273801144304287,3.44551636275,2535.43450177785,2.44,-0.0006337073749279012
2019-03-24,0.08873870105671998,3.76524330453,2536.036421368509,2.44,0.00023740293438332335
2019-03-25,0.0034724936880560957,3.77834081549,2500.6966966621653,2.43,-0.013935022544854986
2019-03-26,-0.009156375439698106,3.74390281269,2514.4743131001114,2.41,0.005509511191955404
2019-03-27,0.008780572935695218,3.77692117232,2559.174752211354,2.39,0.01777725025002594
2019-03-28,-0.07832399286727487,3.49238603477,2554.7180037347757,2.39,-0.0017414787609667695
2019-03-29,0.013495361988709955,3.53983650902,2570.6606581063834,2.41,0.00624047521029753
2019-03-30,-0.02091044905857273,3.4665854632,2580.389364069898,2.41,0.003784515833638271
2019-03-31,0.044498223040049155,3.62432591368,2580.3390144344257,2.41,-1.9512417844110392e-05
2019-04-01,0.027447641338361233,3.72518292313,2613.4373912344604,2.49,0.012827142718411115
2019-04-02,0.016510110783714067,3.78719662376,3085.213811340748,2.48,0.18051950342818185
2019-04-03,-0.005359912303096539,3.76695188546,3164.3763106253396,2.52,0.025658675257320192
2019-04-04,-0.00523180420401556,3.74729539504,3144.0482140135605,2.51,-0.00642404525135693
2019-04-05,0.016186046725531523,3.808442826,3176.2183060719003,2.50,0.01023206066464001
2019-04-06,0.15508921443321844,4.44735533578,3200.5394425745076,2.50,0.007657262240480488
2019-04-07,0.03729707138797501,4.61636077815,3286.4762274916247,2.50,0.02685071890505739
2019-04-08,0.1660184556725231,5.45005194598,3353.741638737246,2.52,0.020467335404084436
2019-04-09,-0.34908606233544315,3.84409835599,3310.103665931131,2.51,-0.013011727648330512
2019-04-10,-0.024841227515155075,3.74978254444,3390.6117391318267,2.48,0.024321918986802648
2019-04-11,-0.06613523091252844,3.50981250699,3253.9501259834783,2.51,-0.04030588686139005
2019-04-12,0.20457135271456878,4.3065364448,3283.8333659258483,2.56,0.00918368099859491
2019-04-13,-0.0008130007920686317,4.30303665012,3291.403487441205,2.56,0.0023052696869173815
2019-04-14,0.03643009031281696,4.46268704679,3329.3231646617883,2.56,0.011520823066898637
2019-04-15,-0.025663835054346495,4.34961452582,3278.3515258608895,2.55,-0.015309910236988584
2019-04-16,0.015742709477101678,4.41863107198,3391.310327212625,2.60,0.03445597595641385
2019-04-17,-0.016622899303223568,4.34578772377,3405.9464357949537,2.59,0.004315767998252862
2019-04-18,0.0038332300371984747,4.36247809639,3423.3175224085808,2.57,0.005100223077810278
2019-04-19,0.11130889682984432,4.87611679058,3436.3674492447926,2.57,0.0038120702361930407
2019-04-20,0.108617625684389,5.43558303596,3472.8855284129636,2.57,0.010626942463966279
2019-04-21,-0.04127063231901582,5.2158191759,3484.543532669512,2.57,0.003356863956836436
2019-04-22,-0.17385581048804585,4.3834686769,3544.952432563992,2.59,0.01733624485620949
2019-04-23,-0.06147011196753008,4.12213088342,3710.9011168147485,2.57,0.046812668831984705
2019-04-24,-0.12529555399686654,3.63669273874,3671.803110792557,2.53,-0.01053598702617847
2019-04-25,-0.09579016162837754,3.30449782834,3506.050540108699,2.54,-0.045142009438540034
2019-04-26,0.09489402976206125,3.63343524228,3544.7484400120507,2.51,0.011037462084660079
2019-04-27,-0.056423115697864186,3.43410188944,3532.1758150108462,2.51,-0.0035468313799897387
2019-04-28,0.2547445824635327,4.43044493263,3555.2037652941476,2.51,0.00651948019842004
2019-04-29,-0.16732118149500186,3.74783685087,3541.152425030814,2.54,-0.003952330496637834
2019-04-30,0.04925785692979548,3.93706960184,3555.742793674398,2.51,0.004120231747284101
2019-05-01,0.10892073250315729,4.39012378273,3609.259077419207,2.52,0.015050662224504466
2019-05-02,0.04553679499595369,4.59465751249,3698.6311884077886,2.55,0.024761899623034753
2019-05-03,0.14485678382531209,5.31084524286,3887.50721524982,2.54,0.05106646681453527
2019-05-04,-0.00962151068327113,5.2599919238,3967.718551034694,2.54,0.020633102742606567
2019-05-05,-0.08038707389833147,4.85370542039,3948.523607354328,2.54,-0.004837778545396195
2019-05-06,-0.026793918265406582,4.72538244866,3883.5476100574683,2.51,-0.016455770246843252
2019-05-07,-0.02395611561245994,4.61352581508,3973.8647967582788,2.45,0.023256361391556096
2019-05-08,-0.05770480950431157,4.35483871018,4108.601228749656,2.49,0.0339056407005316
2019-05-09,-0.11123260919076465,3.89640746147,4301.851636477676,2.45,0.04703557171130737
2019-05-10,-0.01642955626445699,3.83291422691,4463.776020360116,2.47,0.03764062491355979
2019-05-11,0.047104077732333695,4.0177798998,5061.008005146564,2.47,0.13379524018731265
2019-05-12,-0.06285924516751884,3.77299924614,4914.402059372911,2.47,-0.02896773639254641
2019-05-13,0.04252920067056325,3.93692295322,5613.849506491346,2.40,0.14232605282761215
2019-05-14,0.015452159577434933,3.99822935324,5574.116351521773,2.42,-0.007077702194123469
2019-05-15,0.12466464978824118,4.52906832791,5563.969514405989,2.37,-0.0018203489980997986
2019-05-16,-0.057012081857893,4.27807939484,5295.534034466969,2.40,-0.04824531824698138
2019-05-17,0.027289525893792077,4.39643372508,4937.820871369802,2.39,-0.06754996961003827
2019-05-18,0.06968026450562761,4.71370375912,4920.505243245282,2.39,-0.0035067347673380838
2019-05-19,0.03759042347723427,4.89426632998,5575.763863532134,2.39,0.13316897104954217
2019-05-20,-0.03525890130227106,4.72470668576,5446.641201947418,2.41,-0.0231578425387116
2019-05-21,0.010705448525350299,4.77555850006,5422.8877752023045,2.43,-0.0043611146511029295
2019-05-22,-0.09124529022365818,4.3591001142,5253.41103172802,2.39,-0.03125212073339687
2019-05-23,-0.005543745333574007,4.33500123403,5417.305532385638,2.31,0.031197730325644716
2019-05-24,0.031326860998080186,4.47295272711,5470.37721661982,2.32,0.00979669393149593
2019-05-25,-0.010846150920337425,4.42470055497,5517.842423477433,2.32,0.008676770353862797
2019-05-26,0.01878058484828911,4.50858424602,5965.044958241472,2.32,0.08104663026643755
2019-05-27,0.03514271519428607,4.66984511426,5984.657798556042,2.32,0.0032879618597797477
2019-05-28,0.01955028055057502,4.76204017957,5896.4177498051395,2.26,-0.014744376657959022
2019-05-29,-0.015400736782911057,4.68926310098,5856.872207386668,2.25,-0.006706706359090307
2019-05-30,0.23642805366249572,5.9399665524,5644.998533088032,2.22,-0.036175225751284484
2019-05-31,-0.021601044388131437,5.81303295598,5774.543123163065,2.14,0.022948560449698993
2019-06-01,-0.0056902145764649685,5.78004948164,5796.026143198644,2.14,0.0037202977928081624
2019-06-02,0.09519184642171559,6.35730210423,5910.817189239492,2.14,0.019805129101349923
2019-06-03,0.039323992549808236,6.61227706512,5557.633178805954,2.07,-0.05975214579068717
2019-06-04,-0.11069794777934601,5.91937065328,5204.712044321646,2.12,-0.06350205620446009
2019-06-05,0.043739215610123,6.18402497724,5282.587966202088,2.12,0.014962580295946337
2019-06-06,-0.020477185586621587,6.0586812731,5246.945347693587,2.12,-0.006747188828002859
2019-06-07,0.04528221502725932,6.33933821005,5411.205243920788,2.09,0.031305814210434935
2019-06-08,-0.03221493298625891,6.13837130219,5366.555078637624,2.09,-0.008251427042677062
2019-06-09,-0.04429759464060876,5.87239085796,5215.423330625479,2.09,-0.028161780844055382
2019-06-10,0.039448563351442506,6.10867819726,5401.682338624626,2.15,0.035713114006568875
2019-06-11,-0.02067829830524939,5.98365818259,5340.719679754666,2.15,-0.011285865226477301
2019-06-12,0.024420715866485476,6.13158225336,5469.822390375397,2.13,0.02417327970051064
2019-06-13,0.0250071550218264,6.28684897949,5563.600287345843,2.10,0.01714459634657532
2019-06-14,0.0019943016993759005,6.29939936356,5946.025335978251,2.09,0.06873697406016327
2019-06-15,-0.015796231997507147,6.20067438393,6038.428494084223,2.09,0.015540323642225
2019-06-16,0.08375145853993915,6.74235665763,6151.465008601328,2.09,0.018719525225453268
2019-06-17,0.03996251306226881,7.0172543924,6399.544361483166,2.09,0.04032849939566574
2019-06-18,-0.0634276371301891,6.58598819958,6252.379839736155,2.06,-0.022996093695786715
2019-06-19,0.009521146248160422,6.64899382333,6396.7234028666035,2.03,0.023086179475708155
2019-06-20,-0.023300378023343782,6.4958607115,6635.23437301419,2.01,0.03728642855507889
2019-06-21,0.003031266923900447,6.51558127326,7098.185090733265,2.07,0.06977156972810436
2019-06-22,0.02665190902745461,6.69156873632,7490.489983833399,2.07,0.055268338044930816
2019-06-23,0.01647502714221771,6.80272565527,7654.991002097721,2.07,0.021961316098060686
2019-06-24,-0.024275900259677574,6.63957173235,7785.174079135217,2.02,0.01700630046486285
2019-06-25,-0.00908331161716639,6.57953550994,8475.31134222765,2.00,0.08864763408978177
2019-06-26,-0.04231277903399405,6.30694478205,9581.508212543664,2.05,0.13051990961139867
2019-06-27,-0.1425175643949457,5.46920795643,8186.468353762968,2.01,-0.14559710515661559
2019-06-28,0.07946444558912402,5.921550088,9198.872323283775,2.00,0.12366797570962917
2019-06-29,0.02633266514771514,6.07955145227,8711.835597186422,2.00,-0.05294526426511943
2019-06-30,-0.11604725396092062,5.41343412476,7862.266983314345,2.00,-0.09751889878941858
2019-07-01,0.009053557544009704,5.4626674944,7612.8645160495225,2.03,-0.03172144469198464
2019-07-02,-0.0210215059218858,5.34903257054,7843.95697140272,1.98,0.030355519248504437
2019-07-03,0.046840261303311044,5.60554327077,8846.956152737432,1.96,0.12786903153490234
2019-07-04,-0.020435429431805888,5.4921541109,8267.56545929298,1.96,-0.06549039957264575
2019-07-05,-0.024596131570833277,5.35871612204,8049.449809503301,2.04,-0.026382089245451434
2019-07-06,-0.012752349938372575,5.29081377627,8249.127722295872,2.04,0.02480640509825011
2019-07-07,0.02161503127168647,5.40641979436,8382.303818436056,2.04,0.016144264051122986
2019-07-08,-0.04059118166499338,5.19136109719,9123.544201412888,2.05,0.08842919548520137
2019-07-09,-0.035903360978375355,5.00828006427,9434.798795257248,2.07,0.03411553525395959
2019-07-10,-0.11009185426043135,4.48617614738,9205.903266794916,2.07,-0.024260774758375823
2019-07-11,-0.03149676540138694,4.3470781769,8629.88243276305,2.13,-0.06257081106962474
2019-07-12,0.04350313220372345,4.54036346924,8984.031004804363,2.12,0.04103747354619805
2019-07-13,-0.05902235911511176,4.28013567577,8650.80078317355,2.12,-0.03709139265577023
2019-07-14,-0.11355545039545888,3.8206832147,7836.000128426814,2.12,-0.09418788793883502
2019-07-15,0.09196260537222416,4.18870603488,8403.42124355081,2.09,0.07241208599085547
2019-07-16,-0.13740616010630635,3.65094377954,7287.952639902752,2.13,-0.13273981766701545
2019-07-17,0.04869968438456029,3.83314413077,7387.763173588757,2.06,0.013695277482941652
2019-07-18,0.07203973701556354,4.11947251699,8174.754418570441,2.04,0.10652632285170922
2019-07-19,-0.0457503083822588,3.93525159249,8072.005442025731,2.05,-0.01256905972750654
2019-07-20,0.034016984638518974,4.0714198722,8227.34968010019,2.05,0.019244813347830618
2019-07-21,0.03778946674624438,4.22822070864,8091.386422632538,2.05,-0.016525766225363097
2019-07-22,-0.05553070488233588,3.99982481307,7914.843775218639,2.05,-0.02181859055947303
2019-07-23,-0.07146046160932047,3.72396924884,7555.143082127462,2.08,-0.045446341495381085
2019-07-24,0.04889032610161905,3.91055938085,7424.484530315485,2.05,-0.017293987736786066
2019-07-25,-0.019512170791758238,3.83499548356,7517.832978239039,2.08,0.012573054404301839
2019-07-26,0.01799784795026116,3.90464201299,7458.043514251611,2.08,-0.007953018397787472
2019-07-27,-0.07659167029909715,3.6167449447,7183.577524168423,2.08,-0.03680133932695742
2019-07-28,0.0002789776938447456,3.61775407662,7238.8519258293045,2.08,0.007694550726976372
2019-07-29,-0.003953039225272257,3.60348118209,7210.597677882074,2.06,-0.0039031393702660252
2019-07-30,-0.00195863510391829,3.59643018477,7283.437556730939,2.06,0.01010178103159122
2019-07-31,0.017127985382137157,3.65856035179,7676.038700234516,2.02,0.05390327581524433
2019-08-01,-0.027986900590318827,3.55758812732,7983.244290340236,1.90,0.0400213706708298
2019-08-02,0.027872954073099965,3.65814349533,8115.582197112169,1.86,0.01657695818378776
2019-08-03,0.01276645248519138,3.70514438943,8374.3720207126,1.86,0.03188801706580205
2019-08-04,-0.02586411848462872,3.61054276338,8514.251696153815,1.86,0.016703303256082408
2019-08-05,0.04883687971117343,3.79124700757,9238.692101108078,1.75,0.08508562241371344
2019-08-06,-0.06437278909182627,3.55488317884,9007.87292427342,1.73,-0.024983966811381528
2019-08-07,-0.016920520811597343,3.49523873459,9450.083315951164,1.71,0.04909154418532299
2019-08-08,-0.06897402997805019,3.26228428473,9509.718637940074,1.72,0.006310560446408861
2019-08-09,-0.03833528939454357,3.1395904499,9502.485357375108,1.74,-0.0007606198290775692
2019-08-10,0.06080225858997244,3.33640746904,9010.35519527051,1.74,-0.05178962593429776
2019-08-11,0.05483669476198874,3.52447438602,9110.81403499975,1.74,0.011149265212316078
2019-08-12,-0.05610528768457472,3.33217760969,9014.111155978442,1.65,-0.010614076705969193
2019-08-13,-0.02499321689405503,3.2499278959,8576.247009707839,1.68,-0.04857541012018677
2019-08-14,-0.13378625801078053,2.8429622439,7957.283900528868,1.59,-0.07217179128333623
2019-08-15,0.0371883820071749,2.95067788127,8189.562468196434,1.52,0.02919068498387091
2019-08-16,-0.010770845567375138,2.91906712836,8275.13315691673,1.55,0.010448749741222972
2019-08-17,-0.00629064607223397,2.90076194627,8137.572651317127,1.55,-0.016623358560052242
2019-08-18,0.025810621990539722,2.97660700994,8163.176902394023,1.55,0.0031464236540797432
2019-08-19,-0.02261530128900659,2.91004563525,8669.369082073268,1.60,0.062009213536802485
2019-08-20,-0.007642964317572296,2.88788903919,8573.270892778848,1.55,-0.011084796181204726
2019-08-21,-0.08522663050623186,2.65196047523,8050.644662031919,1.59,-0.060959957673462746
2019-08-22,0.025216932582764626,2.71968509861,8007.752717488915,1.62,-0.005327765209324131
2019-08-23,-0.005592007337364599,2.70451904345,8242.43190014961,1.52,0.02930649720840607
2019-08-24,-0.001518683909496513,2.70041485117,8032.170364661551,1.52,-0.025509647884897
2019-08-25,-0.03073930764334625,2.61866881335,8037.697022272203,1.52,0.0006880652874305959
2019-08-26,0.0022798845123265838,2.62464588675,8246.978683068777,1.54,0.02603751549936025
2019-08-27,-0.024364930444943592,2.56146934368,8084.543539573627,1.49,-0.019696321493910644
2019-08-28,-0.09823058919444315,2.32181792459,7780.322177316879,1.47,-0.037629998622382616
2019-08-29,-0.065446004710295,2.17472987692,7583.409950300085,1.50,-0.025309006816052027
2019-08-30,-0.00705304278218448,2.15944537853,7669.325694414829,1.50,0.011329434209388058
2019-08-31,-0.057926535852864926,2.03791022578,7679.984269228776,1.50,0.0013897668763381578
2019-09-01,0.04810872810457112,2.13834809297,7802.948247986144,1.50,0.016010967528936982
2019-09-02,-0.00823711700938669,2.12080661431,8329.476573274867,1.50,0.06747812603071078
2019-09-03,0.01901445171332988,2.16151841899,8579.609311273298,1.47,0.030029826700153233
2019-09-04,-0.054038326592502135,2.04781346173,8580.557269132567,1.47,0.00011048963010745709
2019-09-05,-0.04992928121352625,1.94807818154,8583.462933510587,1.57,0.0003386335277398817
2019-09-06,0.047737588529658544,2.04333019871,8399.55187568849,1.55,-0.021426207493026185
2019-09-07,0.06280052190862265,2.17576744181,8483.028934714324,1.55,0.009938275310549423
2019-09-08,0.22842178006502165,2.73410250198,8378.170638299971,1.55,-0.012360949988659282
2019-09-09,0.002258639234186912,2.74028483236,8282.883004063735,1.63,-0.01137332221435526
2019-09-10,-0.0547443541813937,2.59430203269,8087.039135839564,1.72,-0.023644408369415174
2019-09-11,-0.0076480589041311295,2.57453633887,8160.061450700341,1.75,0.009029548841573223
2019-09-12,0.17936794346705848,3.08033204747,8374.906565993826,1.79,0.02632885997139712
2019-09-13,0.029821037889198154,3.17357412405,8324.212811555646,1.90,-0.0060530531342309025
2019-09-14,-0.02160398622280838,3.10574757239,8272.154984870236,1.90,-0.0062537837347386716
2019-09-15,0.10462989266746718,3.44831030061,8251.21982604103,1.90,-0.002530798669451545
2019-09-16,-0.038087442086804854,3.31944267892,8154.238066087816,1.84,-0.01175362697853921
2019-09-17,0.0008982523089636945,3.32242571553,8030.434126166944,1.81,-0.015182772310236181
2019-09-18,-0.0037304372766473483,3.31005470378,7898.709496524041,1.80,-0.016403176661854677
2019-09-19,-0.055847692233923475,3.13026299142,7957.683899045125,1.79,0.007466333905182432
2019-09-20,0.017327601408843277,3.18497559097,7909.020409645297,1.74,-0.0061152830417990495
2019-09-21,-0.03529339683831357,3.0745274923,7778.418635368312,1.74,-0.01651301520447621
2019-09-22,-0.054823799694818064,2.91050739555,7872.930271547148,1.74,0.012150494928248455
2019-09-23,-0.1205144608508666,2.58006080856,7628.489474986965,1.72,-0.031048261337153438
2019-09-24,-0.14053242011823794,2.24180321282,6827.977061296559,1.64,-0.10493721152991088
2019-09-25,0.027190208139335828,2.30359456175,6661.508721899175,1.73,-0.024380330792408093
2019-09-26,-0.03606575978488167,2.22199401146,6340.754958182889,1.70,-0.04815031805960618
2019-09-27,0.03073780409715408,2.29135375021,6430.7963352975075,1.69,0.014200418989290569
2019-09-28,-0.00400866173453691,2.28218687384,6430.91593497981,1.69,1.859795833466478e-05
2019-09-29,-0.03372792629002731,2.20649704869,6321.076348705723,1.69,-0.017079928797799165
2019-09-30,0.1756987813159409,2.6303186367,6427.721903993101,1.68,0.016871423378585507
2019-10-01,-0.030852813457682253,2.55040502536,6495.520784600799,1.65,0.010547886423894521
2019-10-02,0.0207958737148758,2.60399825376,6517.127679899012,1.60,0.0033264300145782874
2019-10-03,-0.00865566872367078,2.58155617324,6423.818740671713,1.54,-0.01431749442551117
2019-10-04,0.0017469265580310085,2.58606990371,6350.855131711959,1.52,-0.011358291991925786
2019-10-05,0.06023944140168326,2.74664111655,6302.470436103398,1.52,-0.007618611132689793
2019-10-06,-0.029472128178361208,2.66687299943,6157.557907737072,1.52,-0.02299297233291277
2019-10-07,0.08699896739843971,2.90927989618,6321.6914354236405,1.56,0.026655620644725396
2019-10-08,0.001664749967911749,2.91412715341,6298.15826248314,1.54,-0.003722607023910147
2019-10-09,-0.0007063580105415455,2.91206946317,6589.546072269661,1.59,0.0462655585399083
2019-10-10,-0.0027507940791126934,2.90406996726,6612.793989423777,1.67,0.003527999789234182
2019-10-11,-0.023912614596516068,2.83544977527,6401.954797741954,1.76,-0.03188352639126971
2019-10-12,0.0014671423141375708,2.83961283677,6424.578468034861,1.76,0.0035338691083676493
2019-10-13,0.01391232311522752,2.87939453434,6394.76288030587,1.76,-0.004640862879539382
2019-10-14,0.07446095858314986,3.10198118563,6393.828247487372,1.76,-0.0001461559773194817
2019-10-15,-0.050356945303663886,2.94964272897,6281.195824220534,1.77,-0.01761580369493041
2019-10-16,-0.03368558474906778,2.85193716227,6164.451455275125,1.75,-0.018586328497391804
2019-10-17,0.02337828863362253,2.91939603652,6175.136342191997,1.76,0.001733307009454703
2019-10-18,-0.058388773325147074,2.75381709764,6086.313138372007,1.76,-0.014384006910600412
2019-10-19,0.0026438671803694067,2.76110745741,6105.159512923179,1.76,0.0030965174026870443
2019-10-20,0.05048601427773464,2.9040835471,6308.284323986335,1.76,0.03327100801104192
2019-10-21,0.028925648963388978,2.98931276103,6328.139366799122,1.80,0.0031474552815083877
2019-10-22,-0.037744618822763656,2.87858512201,6191.064658505102,1.78,-0.021661139293674452
2019-10-23,-0.06814649991218026,2.68895433889,5743.198353697097,1.77,-0.07234075712530942
2019-10-24,0.05758567902792325,2.84834486218,5709.187391855223,1.77,-0.00592195493648249
2019-10-25,0.057173762758330075,3.01594085103,6671.427802075926,1.80,0.16854244644228064
2019-10-26,0.02351024055482742,3.08768641908,7244.6212702132625,1.80,0.08591766037833433
2019-10-27,0.036628717612334126,3.20288125343,7490.3188780444025,1.80,0.03391448616387193
2019-10-28,-0.02789559921253431,3.11476963851,7220.153393724398,1.85,-0.03606862254047863
2019-10-29,0.013145324466681827,3.15598459454,7334.272784263143,1.84,0.01580567396780455
2019-10-30,-0.038997085355825245,3.0352792686,7166.690229185897,1.78,-0.022849239455181063
2019-10-31,0.05444035152891454,3.20510159193,7161.639832726827,1.69,-0.0007047041657392129
2019-11-01,0.01998354165811959,3.26979512316,7218.617197852632,1.73,0.007955910441828277
2019-11-02,0.04874852780690102,3.4331419328,7270.491286076545,1.73,0.007186153081970443
2019-11-03,-0.010903409269724138,3.39591231494,7202.709907254242,1.73,-0.009322805867618411
2019-11-04,0.06498785900825371,3.62393447448,7325.394936613858,1.79,0.017033176532078923
2019-11-05,0.03509794552303487,3.75338557448,7232.011413256228,1.86,-0.012747916551349294
2019-11-06,0.0019287802506918,3.7606320166,7226.627644152193,1.81,-0.0007444359247229599
2019-11-07,0.0335958411451097,3.88911985604,7189.5706411389965,1.92,-0.0051278417593832015
2019-11-08,-0.019962499318358973,3.81225308263,6800.577117500896,1.94,-0.05410525093282552
2019-11-09,0.03878888226749977,3.96303147698,6793.096014525811,1.94,-0.0011000688391331198
2019-11-10,0.059967551464307635,4.20795511317,6990.506304498562,1.94,0.029060429817365178
2019-11-11,0.03517506168146797,4.35860420674,6740.598756268521,1.94,-0.03574956338559037
2019-11-12,-0.032881719915150466,4.21761646654,6794.158984074244,1.92,0.007945915450895675
2019-11-13,-0.054143104960851965,3.99533346036,6779.245012943506,1.88,-0.0021951165943712657
2019-11-14,0.005369907954620159,4.01684574108,6702.125601412106,1.82,-0.011375811227379504
2019-11-15,-0.022524034016411364,3.92738150107,6541.472321505622,1.84,-0.023970496743993503
2019-11-16,0.015257040030164405,3.98776115399,6579.627972608965,1.84,0.005832884284766196
2019-11-17,-0.0160572331264234,3.92424009454,6594.938836400236,1.84,0.0023270105627567744
2019-11-18,-0.07804620003529192,3.62961479646,6394.973988421339,1.81,-0.0303209556509012
2019-11-19,-0.028534622425739967,3.52750881452,6318.149000854142,1.79,-0.01201333855404177
2019-11-20,-0.05272107559679944,3.34635210265,6169.5778024435995,1.73,-0.02351498807490258
2019-11-21,-0.045363771123325375,3.19794065338,5898.039905623522,1.77,-0.044012395258639724
2019-11-22,-0.08314802792488224,2.94279270134,5652.081910291204,1.77,-0.0417016499155606
2019-11-23,0.10072615036169749,3.25465141988,5717.069806783412,1.77,0.011498045768565284
2019-11-24,-0.06288975375101626,3.05627063363,5473.189196281808,1.77,-0.042658323012294656
2019-11-25,0.10971590186382706,3.41067878057,5550.660833620045,1.76,0.014154752295218878
2019-11-26,0.02829394200845841,3.50855850006,5593.59180852144,1.74,0.007734389866043352
2019-11-27,0.021448989037176677,3.58462640642,5862.257529889107,1.77,0.048030984484490634
2019-11-28,0.028155226588487726,3.68698660056,5807.414508207545,1.77,-0.00935527335705426
2019-11-29,0.08465810823301204,4.0127130886,6051.821784036215,1.78,0.04208538506821797
2019-11-30,-0.02196541378785675,3.92553316196,5896.0615452827005,1.78,-0.025737743825237254
2019-12-01,-0.03056832130113877,3.80735170976,5767.319069909941,1.78,-0.02183533438109427
2019-12-02,-0.03361653151086313,3.68148913522,5699.108203129684,1.83,-0.011827135962727792
2019-12-03,0.005624517104499287,3.70225407547,5701.598555416455,1.72,0.00043697227671586977
2019-12-04,-0.028246171784496652,3.59914267749,5653.394453782094,1.77,-0.008454488888658714
2019-12-05,-0.019245037816171234,3.53053929528,5816.4069449859535,1.80,0.02883444495807373
2019-12-06,0.038521611357342375,3.66919482954,5902.746074522214,1.84,0.014844066165399518
2019-12-07,0.03647456405763445,3.80549779598,5907.590957899412,1.84,0.0008207846510812833
2019-12-08,0.03606246898098417,3.94523798631,5900.466435302889,1.84,-0.0012059945665324789
2019-12-09,-0.06279539078376979,3.70511348221,5772.93280085337,1.83,-0.02161416149856843
2019-12-10,-0.029178913215060227,3.59856435102,5669.251067837633,1.85,-0.017959975733722523
2019-12-11,0.05824977454256142,3.81440522815,5627.169903481367,1.79,-0.0074227025497243014
2019-12-12,0.07806340066879969,4.124101384,5646.169140933349,1.90,0.003376339754772162
2019-12-13,-0.033862797460289674,3.98678583963,5671.294822215366,1.82,0.004450040488490224
2019-12-14,0.06263679043813679,4.24449200139,5550.7200492688935,1.82,-0.021260536919040472
2019-12-15,0.057203323515333415,4.49436983763,5572.429542652247,1.82,0.003911113007079624
2019-12-16,-0.09674121316476773,4.07994804016,5438.173503254431,1.89,-0.024092909272373723
2019-12-17,-0.11759141154160828,3.62731549467,5265.547563087611,1.89,-0.0317433675228482
2019-12-18,0.17125731424666885,4.30488384365,5784.056931151999,1.92,0.09847206997031571
