Date,Polkadot Return,Polkadot Price,Famala Index,US Treasury Yield,Famala Index Return
2021-01-28,0.08881521733769161,16.9449327,24382.471337421895,1.07,0.10303403123889261
2021-01-29,-0.0061160809289277215,16.8416124,24929.55951278419,1.11,0.022437765548508303
2021-01-30,-0.020073796127215066,16.50690794,24701.10857884349,1.11,-0.009163857621453313
2021-01-31,-0.023636640064910692,16.12131511,23796.192472362916,1.11,-0.03663463538861713
2021-02-01,0.015660866888918375,16.37577622,24074.041324423142,1.09,0.011676189473711886
2021-02-02,0.0527771301409823,17.26325602,25401.0239332084,1.12,0.055120891042046635
2021-02-03,0.1831777515307609,20.73365167,26556.792746851013,1.15,0.0455008749521945
2021-02-04,-0.051028678861586414,19.7021819,26154.46549246944,1.15,-0.015149692894646663
2021-02-05,0.059147774869935985,20.90267541,26713.16230072189,1.19,0.02136143093474093
2021-02-06,-0.024563896300075945,20.39547912,27779.685674518707,1.19,0.03992501381118753
2021-02-07,-0.029953853579096582,19.793615,27546.861420413014,1.19,-0.008381097498135287
2021-02-08,0.1515207367437307,23.03189853,33589.00981039266,1.19,0.2193407189939337
2021-02-09,0.004248825741432163,23.12996524,33676.20690398403,1.18,0.0025960007181989376
2021-02-10,0.019484126045096552,23.58505148,32009.75597487166,1.15,-0.04948451985295354
2021-02-11,0.06743234602477177,25.23029476,34435.41381453678,1.16,0.07577870451650169
2021-02-12,0.1285470176192368,28.6912576,33571.250578379455,1.20,-0.025095189528186387
2021-02-13,-0.023790814125937195,28.01672488,33147.789998660046,1.20,-0.012613786273190727
2021-02-14,-0.033425310247316084,27.09573509,34904.67281951757,1.20,0.05300150691580166
2021-02-15,0.02497215356891261,27.78089328,34361.11804622745,1.20,-0.015572550302954836
2021-02-16,0.0821651045321629,30.15991114,35482.430289240416,1.30,0.03263317105992936
2021-02-17,0.05880529588917295,31.98665846,37812.659591350544,1.29,0.0656727648899726
2021-02-18,-0.025521545354199256,31.18063869,37057.41820128988,1.29,-0.019973241719115156
2021-02-19,0.10959637329316012,34.79221729,40616.229707666294,1.34,0.09603506339933143
2021-02-20,0.12035840024828055,39.24217734,40722.47488153494,1.34,0.00261583053457543
2021-02-21,0.011504066789437432,39.69622868,41928.298145111985,1.34,0.029610755905305052
2021-02-22,-0.05187517119149529,37.68948023,39378.03380935694,1.37,-0.06082441807985375
2021-02-23,-0.09421310837834262,34.30077361,35767.65028791121,1.37,-0.09168521564395213
2021-02-24,-0.019643937164335084,33.63354631,36233.86663742352,1.38,0.0130345814097238
2021-02-25,-0.07893822048120158,31.08065968,34549.60461338004,1.54,-0.04648308834652266
2021-02-26,0.008503788546108452,31.34609002,33789.76769198877,1.44,-0.02199263724995022
2021-02-27,0.06494330325360229,33.44936632,33392.8194591723,1.44,-0.011747586915508135
2021-02-28,0.004709155819504815,33.60725607,32685.658824796188,1.44,-0.02117702685275562
2021-03-01,0.05718017199965338,35.58492774,36084.09474285225,1.45,0.10397330328486201
2021-03-02,0.0158410151552718,36.15311759,35176.89296324511,1.42,-0.02514132018752782
2021-03-03,0.02432485331700974,37.04332,36810.89667501628,1.47,0.04645105278281605
2021-03-04,-0.0473467326506478,35.33031248,35255.05914808206,1.54,-0.0422656785752838
2021-03-05,-0.04651755674844586,33.72447211,35486.25844076391,1.56,0.00655790397941871
2021-03-06,-0.008659623208374876,33.43369173,35132.18240744922,1.56,-0.00997783505143936
2021-03-07,0.05115973482671916,35.18865962,36854.514121165885,1.56,0.04902433027762813
2021-03-08,-0.007843079124947487,34.91375165,37425.12774506312,1.59,0.01548286926321255
2021-03-09,0.08980265691950777,38.1941911,39463.419671839336,1.55,0.05446319223439652
2021-03-10,-0.016558910779395183,37.56694449,40988.696376531174,1.53,0.03865039363986641
2021-03-11,-0.01838741993216665,36.8824972,42584.204404799246,1.54,0.03892556166244919
2021-03-12,-0.02458061789099312,35.98695422,42512.965118675034,1.64,-0.0016729040056031393
2021-03-13,0.03201753119782723,37.15781161,45412.88058664701,1.64,0.06821249611446419
2021-03-14,-0.015692866691763445,36.57925054,44050.38463696247,1.64,-0.0300024119167009
2021-03-15,-0.06266036297438914,34.35751567,41251.54939138198,1.62,-0.06353713522928021
2021-03-16,0.03076159954935379,35.43083163,41725.70916210229,1.62,0.011494350581153431
2021-03-17,0.019855629949187745,36.1413638,43341.18363750323,1.63,0.03871652532315028
2021-03-18,-0.017420281358072724,35.51722321,42713.91029033484,1.71,-0.014472916854665882
2021-03-19,0.07471884185089181,38.27268979,42839.22977194714,1.74,0.002933926694149012
2021-03-20,-0.024390839238523154,37.35047923,42878.43249834357,1.74,0.0009151127740887921
2021-03-21,-0.015021552949624846,36.79361002,42281.13340024905,1.74,-0.013930059083143938
2021-03-22,-0.0347344916779625,35.53754338,39950.8264822097,1.69,-0.05511458020720003
2021-03-23,-0.030776938792081574,34.46046617,40222.77207283479,1.63,0.00680700787870293
2021-03-24,-0.12417235526870075,30.43643479,39084.964358813544,1.62,-0.02828765038771875
2021-03-25,-0.015036281212636221,29.9822075,38079.119084394435,1.63,-0.025734839238564993
2021-03-26,0.10195742214373077,33.2003874,40486.383937191604,1.67,0.06321745120894125
2021-03-27,-0.016378406061311204,32.6610468,41310.37336918086,1.67,0.02035226048509416
2021-03-28,-0.011181147518879317,32.29789284,41336.64620439862,1.67,0.000635986389737131
2021-03-29,0.06228699490581517,34.37360543,42417.982550024884,1.73,0.026159266532639076
2021-03-30,-0.008963903716561134,34.06686061,43399.779919257606,1.73,0.023145781817295444
2021-03-31,0.08332261009812816,37.0270117,43047.27998979019,1.74,-0.008122159377840514
2021-04-01,0.017292715984734083,37.67287759,42917.167156679505,1.69,-0.0030225564342636303
2021-04-02,0.08863054713769106,41.16428269,42442.340087484175,1.72,-0.011063802684409674
2021-04-03,0.01163513908788141,41.64603202,41287.29684175259,1.72,-0.027214410029012384
2021-04-04,0.06969771422632255,44.65221029,41809.25126716215,1.72,0.012642010142008697
2021-04-05,0.025319779088579842,45.79722903,41518.03264757092,1.73,-0.006965411021841431
2021-04-06,-0.05306859045373159,43.43019764,40448.96283119973,1.67,-0.025749529739187697
2021-04-07,-0.09247703339983379,39.59401474,39569.048312784595,1.68,-0.021753697915251002
2021-04-08,0.04378012707534457,41.36595051,40890.237036749444,1.64,0.03338944908457601
2021-04-09,-0.012568240690270942,40.84930674,40981.51862107509,1.67,0.0022323564484013343
2021-04-10,0.018838737986008273,41.62615053,41594.58413486311,1.67,0.014959560660905879
2021-04-11,-0.004882691495427347,41.42339827,41776.3808801688,1.67,0.004370683084996062
2021-04-12,-0.022605704826451366,40.4974979,41359.75549139656,1.69,-0.009972749673249293
2021-04-13,0.05874777030547247,42.94790898,43443.33176447485,1.64,0.05037690016111701
2021-04-14,-0.007175436821318843,42.64084196,42488.43672340692,1.64,-0.02198024420053305
2021-04-15,0.0203154779203623,43.51597027,42185.21913602988,1.56,-0.007136473138584467
2021-04-16,-0.046519913592448565,41.53797586,40629.142201873176,1.59,-0.03688678086841275
2021-04-17,0.023741493090045977,42.53594924,40371.11681376335,1.59,-0.006350746634713077
2021-04-18,-0.13008545249449055,37.34743111,37147.110526414115,1.59,-0.07985922961264487
2021-04-19,-0.07016779938833433,34.81667125,36985.40896701097,1.61,-0.004353005041621379
2021-04-20,0.01786995933114133,35.44443611,37291.71552863724,1.58,0.008281821674582128
2021-04-21,-0.0454062100047094,33.87103012,35251.708070836525,1.57,-0.05470403892344792
2021-04-22,-0.026401846813952832,32.98847419,33713.38417387039,1.57,-0.04363827970760873
2021-04-23,-0.02332307483256873,32.22798449,33304.72672869288,1.58,-0.012121519544580137
2021-04-24,-0.1078581236187746,28.93283285,33040.2924765937,1.58,-0.007939841520193829
2021-04-25,0.028271852205893767,29.76249034,31884.913027822415,1.58,-0.034968802094889874
2021-04-26,0.11550539904739382,33.40662676,34914.21818486524,1.58,0.09500747749882485
2021-04-27,0.03807642677836312,34.70315875,35283.805174733796,1.63,0.010585572557049725
2021-04-28,-0.021424938199186176,33.967554,34798.392660675156,1.63,-0.013757374287006801
2021-04-29,0.05722820406937479,35.96815555,33749.487026870964,1.65,-0.03014235870122632
2021-04-30,0.015791724007760653,36.54066328,36878.15995012846,1.65,0.09270282895756253
2021-05-01,0.010589986752806731,36.92968465,36284.29042965797,1.65,-0.016103556177249477
2021-05-02,-0.0074786608205959755,36.65453024,35448.45340742941,1.65,-0.023035782492396895
2021-05-03,0.016254715569781867,37.2552079,34764.94363799446,1.63,-0.019281793808575608
2021-05-04,-0.0666379213503181,34.85350908,31953.49438861113,1.61,-0.0808702375202677
2021-05-05,0.1500258252605976,40.49504611,33893.729223599024,1.59,0.06072058383947625
2021-05-06,0.025319907603105315,41.53346783,33147.91506847841,1.58,-0.022004487915756675
2021-05-07,-0.0393753744385683,39.92985068,34036.69774903126,1.60,0.02681262693948502
2021-05-08,-0.002436210916806208,39.83269154,34670.7323331891,1.60,0.018627969987949
2021-05-09,0.011982119788741204,40.31284249,34172.649538575584,1.60,-0.01436608808336939
2021-05-10,-0.09821403870648085,36.54177226,32926.08698001175,1.63,-0.03647837014091223
2021-05-11,0.05589104959426478,38.64228338,32791.0652044875,1.64,-0.004100753776366297
2021-05-12,-0.1270637055852173,34.0313921,28275.346040979715,1.69,-0.1377118777736383
2021-05-13,0.1623871226916325,40.03165509,28140.287138274412,1.66,-0.004776560559490972
2021-05-14,0.1804036082388306,47.94594002,27351.738632078246,1.63,-0.02802204904027574
2021-05-15,-0.09642550494079935,43.53863138,25695.75284067724,1.63,-0.060544077788856114
2021-05-16,-0.021054904794198998,42.6315128,25450.071262328296,1.63,-0.009561174559556844
2021-05-17,-0.09649165337190377,38.71015867,23965.439560085368,1.64,-0.05833507053634502
2021-05-18,0.04878253913317376,40.64535668,23193.152200752866,1.64,-0.03222504462712851
2021-05-19,-0.47696412029847746,25.2271421,21704.491399159953,1.68,-0.06418535905372058
2021-05-20,0.1445539561496936,29.15056918,23302.79410026146,1.63,0.07363926072754544
2021-05-21,-0.17527299721772957,24.46397045,21780.578479436834,1.63,-0.06532330905363608
2021-05-22,-0.10549901348866557,22.01452423,22543.110659228118,1.63,0.035009730366491174
2021-05-23,-0.19969634059227698,18.02944198,21125.5727132431,1.63,-0.06288120425850564
2021-05-24,0.2521069536257888,23.1990897,22577.22410057927,1.61,0.06871536251541092
2021-05-25,-0.047172996593587174,22.13013035,22311.152824046225,1.56,-0.011784941999411684
2021-05-26,0.10375909464482316,24.54968784,22338.944500270958,1.58,0.001245640529824182
2021-05-27,-0.02878987905406401,23.85298245,22134.827853233506,1.61,-0.009137255658385118
2021-05-28,-0.10804682515065939,21.41009275,20794.622335981305,1.58,-0.06054736572330835
2021-05-29,-0.07498484437933725,19.86337513,20410.86166961062,1.58,-0.018454803370324194
2021-05-30,0.030277585224160335,20.47398745,20847.185843195533,1.58,0.021377057992340943
2021-05-31,0.13490168696582028,23.43092808,21217.81752197313,1.58,0.017778499293158598
2021-06-01,-0.02682074972256431,22.81084573,20809.262202979073,1.62,-0.019255294215390403
2021-06-02,0.12923325520687468,25.95772798,21175.68231764935,1.59,0.017608510628397925
2021-06-03,0.03986581162828836,27.01345782,22138.81970059771,1.63,0.04548318058897264
2021-06-04,-0.07712743142769515,25.00829946,20888.60598826843,1.56,-0.056471561232124955
2021-06-05,-0.048817740455049344,23.81677127,20045.96628093855,1.56,-0.04033968125030111
2021-06-06,0.016028715820091792,24.20159944,20103.46756807614,1.56,0.0028684717080595273
2021-06-07,-0.11247811528535911,21.62695835,18856.750046901576,1.57,-0.062015048744840574
2021-06-08,0.005455648386461502,21.74526987,18853.38466057382,1.53,-0.00017847117448041236
2021-06-09,0.06410661164030075,23.18493857,21604.37130729963,1.50,0.1459147360674536
2021-06-10,-0.021807048211835867,22.68481641,21522.82772492133,1.45,-0.0037744020049657987
2021-06-11,-0.07784707112884984,20.9858573,22442.986432631802,1.47,0.04275268656474059
2021-06-12,-0.0100003884551683,20.77703646,20977.679458076742,1.47,-0.06529019562318691
2021-06-13,0.060657824494525905,22.07633422,23399.482435289392,1.47,0.11544665757966939
2021-06-14,0.005827313542904813,22.2053555,24211.50853775705,1.51,0.03470273775128547
2021-06-15,0.10892972618601396,24.76083633,24141.497830545093,1.51,-0.0028916292887234928
2021-06-16,-0.07497952550810194,22.97217496,23183.663768898106,1.57,-0.03967583405015926
2021-06-17,-0.020259452410717006,22.51145401,22918.84712818769,1.52,-0.011422553542450921
2021-06-18,-0.05068491347682846,21.39889603,21534.710583707216,1.45,-0.0603929393454584
2021-06-19,-0.04996648517310523,20.35594177,21597.24927856016,1.45,0.0029040880122280623
2021-06-20,0.015424902175579453,20.6723643,21494.40381346955,1.45,-0.0047619705530141535
2021-06-21,-0.2706944425750093,15.76990391,19764.478228855114,1.50,-0.08048260373383198
2021-06-22,-0.07349834487454518,14.65241199,20578.554039525556,1.48,0.04118883388896819
2021-06-23,0.09684996131023879,16.14248997,20998.353665484152,1.50,0.020399860221096213
2021-06-24,0.006863043578654643,16.25365762,21542.197362357503,1.49,0.025899349326956488
2021-06-25,-0.1163996913491905,14.46769563,19670.25365302071,1.54,-0.08689660009372105
2021-06-26,0.0022036443868839396,14.49961244,20065.739378163333,1.54,0.020105776576088443
2021-06-27,0.034967355616309696,15.01559423,21635.79318866035,1.54,0.07824549999914976
2021-06-28,0.04713995167939041,15.74037753,21242.201890928387,1.49,-0.018191674060660332
2021-06-29,0.032071013037902926,16.2533695,22125.544633567766,1.49,0.04158433043688452
2021-06-30,0.00911491584606819,16.40219483,21213.59785040572,1.45,-0.041216919098049504
2021-07-01,-0.07093818312541848,15.2789639,20473.137520133267,1.48,-0.03490498573104099
2021-07-02,0.004037305823591348,15.34077444,20627.892380607384,1.44,0.007558922530654184
2021-07-03,0.013785320753991494,15.5537163,21063.074621484066,1.44,0.021096786469848174
2021-07-04,0.02916537966341633,16.01402627,21310.428867775554,1.44,0.01174350139932516
2021-07-05,-0.0498313425857618,15.23558237,20411.378687911085,1.44,-0.04218827248587018
2021-07-06,0.05788783924762979,16.14356433,20498.09003305389,1.37,0.004248186585953691
